sys_data_source_nm,sys_data_schema_nm,sys_data_source_table_nm,sys_insert_date,sys_insert_owner_corp_id,player_name,country_name,country_code,all_time_league_goals,all_time_league_appearances,international_caps,international_goals,value,strength,stamina,pace,natural_fitness,jumping_reach,balance,agility,work_rate,vision,teamwork,positioning,off_the_ball,leadership,flair,determination,decisions,concentration,composure,bravery,anticipation,technique,corners,dribbling,finishing,first_touch,free_kicks,heading,long_shots,long_throws,marking,tackling,passing,penalties,aggression,acceleration
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Elderson Echiejile,Nigeria,NGA,8,199,59,2,�800K,16,12,15,14,12,15,12,14,9,14,10,12,7,8,12,11,10,11,13,11,11,8,11,7,10,7,12,9,14,11,13,11,8,13,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ogenyi Onazi,Nigeria,NGA,6,108,50,1,�4.4M,10,15,13,16,6,13,14,17,11,16,14,13,7,9,13,11,8,12,16,15,12,7,12,11,12,11,8,11,8,14,15,12,11,16,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Kenneth Omeruo,Nigeria,NGA,3,120,38,0,�8.25M,14,13,14,17,13,16,13,15,10,12,13,10,7,10,14,10,14,10,16,13,12,7,7,6,11,3,13,5,15,14,16,11,6,13,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Victor Moses,Nigeria,NGA,28,248,32,11,�25M,18,16,15,10,8,14,13,18,9,13,14,11,6,13,8,15,8,12,9,10,12,8,14,11,12,9,10,11,16,4,12,13,9,11,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ikechukwu Ezenwa,Nigeria,NGA,0,106,24,0,�60K,12,13,8,8,14,12,13,7,7,6,10,2,6,3,8,10,9,8,12,8,4,6,3,2,3,9,1,2,3,2,3,13,3,4,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,William Troost-Ekong,Nigeria,NGA,3,80,22,1,�1.9M,14,12,13,11,14,13,13,11,6,14,13,5,14,6,13,13,12,13,13,15,12,6,5,7,12,7,14,7,9,14,12,7,6,13,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Leon Balogun,Nigeria,NGA,15,213,20,0,�7M,15,14,16,12,16,17,10,14,7,13,12,9,11,7,14,10,14,9,15,10,9,5,9,6,10,5,14,7,18,12,13,9,6,14,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Odion Ighalo,Nigeria,NGA,110,291,20,4,�13.25M,14,14,14,16,13,17,13,12,11,12,9,14,8,16,15,9,11,16,12,12,14,5,14,16,15,5,11,10,4,4,4,10,9,11,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,John Ogu,Nigeria,NGA,21,242,19,2,�1.4M,17,15,12,14,16,17,10,14,12,13,14,12,14,13,15,11,12,13,16,13,13,6,11,11,12,8,12,11,6,12,15,13,10,16,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Alex Iwobi,Nigeria,NGA,5,39,19,5,�26.5M,13,15,15,14,12,14,15,15,14,15,5,14,8,15,15,13,12,12,13,13,15,9,15,12,13,9,11,11,4,7,7,14,11,12,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Wilfred Ndidi,Nigeria,NGA,6,80,18,0,�24M,13,17,13,17,15,11,13,15,11,14,11,11,10,11,15,13,14,14,13,16,11,10,12,7,13,10,14,13,7,12,16,11,8,14,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Kelechi Iheanacho,Nigeria,NGA,12,46,18,8,�26.5M,13,15,15,13,13,12,15,15,10,11,6,14,10,12,16,9,12,14,11,14,13,6,13,15,13,10,11,12,5,5,7,13,10,11,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Joel Obi,Nigeria,NGA,3,88,17,0,�5.25M,12,14,14,11,9,13,16,14,12,14,13,13,8,14,13,11,11,11,14,13,13,12,12,9,12,7,9,10,7,12,14,12,8,14,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Abdullahi Shehu,Nigeria,NGA,5,93,16,0,�850K,14,14,13,16,13,13,11,14,10,13,12,6,8,4,13,10,11,11,13,12,10,4,8,6,11,7,12,10,10,13,12,12,7,10,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Oghenekaro Etebo,Nigeria,NGA,3,27,13,1,�11M,13,13,13,15,9,12,13,14,14,14,10,15,7,14,13,14,14,14,13,14,14,7,14,13,14,12,8,8,6,10,10,13,10,14,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Francis Uzoho,Nigeria,NGA,0,140,7,0,�225K,7,2,12,10,8,9,13,6,8,9,14,1,11,1,5,13,9,7,13,7,4,7,3,2,1,9,1,3,1,3,2,11,2,8,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Tyronne Ebuehi,Nigeria,NGA,1,50,7,0,�750K,9,14,14,13,10,12,14,14,11,12,13,14,6,13,15,12,12,12,10,8,13,8,12,6,12,7,10,5,9,9,11,11,5,10,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Daniel Akpeyi,Nigeria,NGA,0,51,6,0,�89K,14,7,11,10,11,14,15,8,8,7,13,3,8,3,8,13,8,8,15,9,4,4,2,1,5,9,1,1,3,3,2,12,2,5,9
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Brian Idowu,Nigeria,NGA,2,85,6,0,�375K,10,15,14,7,9,12,13,13,8,13,10,10,9,4,10,7,12,9,10,9,9,8,5,6,8,4,12,5,13,11,12,10,5,9,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Chidozie Awaziem,Nigeria,NGA,2,69,3,0,�350K,13,12,13,14,13,12,12,14,8,13,11,11,9,6,14,12,10,11,14,13,11,7,9,7,9,6,12,8,8,12,13,12,7,15,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Simeon Nwankwo,Nigeria,NGA,49,166,3,0,�1.8M,15,14,12,15,18,17,9,15,8,13,6,14,8,12,12,12,12,13,13,14,10,7,9,12,11,8,14,10,6,4,4,10,12,11,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Gabriel Gomez,Panama,PAN,27,345,143,12,�72K,14,14,11,12,13,12,11,14,13,13,12,11,14,7,12,12,12,12,13,13,12,8,9,7,11,10,12,12,7,13,14,11,9,15,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Jaime Penedo,Panama,PAN,0,299,132,0,�185K,11,11,13,15,12,12,15,11,7,12,11,3,10,5,5,12,12,12,12,12,8,2,11,2,10,5,3,2,3,3,2,9,5,11,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Blas Perez,Panama,PAN,189,457,118,43,�64K,14,9,9,11,14,11,12,10,10,11,7,13,11,10,15,13,11,12,11,10,12,6,9,12,12,8,15,10,7,6,6,11,15,13,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Roman Torres,Panama,PAN,19,309,109,10,�1.7M,17,14,12,12,15,12,11,11,7,11,11,9,17,8,13,11,11,10,14,11,8,6,4,8,8,5,15,9,10,14,14,8,10,14,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Luis Tejada,Panama,PAN,200,445,105,43,�37.5K,15,13,10,13,16,15,14,12,11,12,9,13,14,12,12,14,13,13,13,14,11,8,9,16,12,9,16,10,13,9,8,12,15,13,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Felipe Baloy,Panama,PAN,22,403,100,3,�105K,15,11,11,12,13,14,12,13,12,12,12,9,14,12,13,12,12,13,14,12,11,8,8,7,11,10,14,9,8,14,13,12,15,14,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Armando Cooper,Panama,PAN,16,145,98,7,�500K,8,12,13,13,8,10,14,14,12,10,11,14,9,15,7,8,11,13,13,12,13,10,13,11,12,9,7,9,8,7,5,12,11,14,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Anibal Godoy,Panama,PAN,11,148,89,1,�1.8M,14,13,12,12,12,11,11,14,10,13,13,11,12,6,16,9,15,10,13,15,10,10,8,10,11,9,13,10,4,13,14,14,7,14,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Adolfo Machado,Panama,PAN,5,235,76,1,�48.5K,7,7,14,9,8,10,14,10,7,9,14,9,13,1,5,14,11,9,11,13,9,3,1,6,10,1,14,9,1,14,14,10,4,9,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Gabriel Torres,Panama,PAN,171,361,73,14,�500K,11,12,13,14,8,11,13,11,10,11,8,14,6,13,13,12,13,13,12,13,12,7,12,13,13,12,12,11,5,6,5,10,16,12,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Alberto Quintero,Panama,PAN,32,209,68,4,�575K,3,12,17,9,6,9,13,13,12,10,9,9,6,11,8,11,11,9,8,8,13,10,12,10,12,7,6,8,5,8,6,12,8,7,17
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Harold Cummings,Panama,PAN,1,106,47,0,�2.1M,13,11,11,9,14,11,12,11,11,11,11,12,10,6,13,13,11,10,12,13,12,8,8,8,11,7,14,6,6,13,14,6,6,15,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Eric Davis,Panama,PAN,1,156,39,0,�450,4,2,11,12,11,4,10,4,1,3,9,3,11,1,6,13,2,4,6,9,1,3,1,1,3,1,7,1,2,12,7,3,1,6,9
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Abdiel Arroyo,Panama,PAN,34,165,33,5,�375K,12,12,15,12,13,9,13,11,11,10,9,13,14,12,11,10,12,8,10,11,13,10,11,9,11,11,13,10,7,6,6,9,8,8,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Jose Calderon,Panama,PAN,0,226,32,0,�43K,9,9,11,8,13,12,13,11,11,12,13,3,5,3,11,11,11,11,16,13,6,5,3,1,7,7,3,2,3,2,1,11,3,8,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Edgar Barcenas,Panama,PAN,21,119,30,0,�25.5K,7,10,13,7,15,9,13,11,8,9,7,8,12,6,4,13,9,6,7,11,12,8,10,7,14,8,8,9,4,9,8,8,3,10,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Luis Ovalle,Panama,PAN,14,269,25,0,�65K,13,14,12,15,11,12,12,13,7,14,12,11,13,3,12,13,13,12,12,12,12,11,11,7,11,7,11,9,8,10,11,10,4,14,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Fidel Escobar,Panama,PAN,7,101,24,1,�34K,11,12,13,13,11,13,12,12,8,12,11,9,12,5,12,10,10,8,12,12,10,5,7,6,9,6,12,6,8,13,12,12,4,13,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Michael Murillo,Panama,PAN,5,61,23,2,�1.4M,12,14,14,12,13,12,13,10,7,10,9,9,1,1,18,13,13,10,11,10,9,5,9,4,11,2,13,8,6,13,13,11,7,10,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Valentin Pimentel,Panama,PAN,9,54,23,1,�52K,13,13,12,13,13,12,12,12,12,12,13,12,8,10,12,12,12,12,12,12,12,8,12,1,12,11,13,13,11,9,7,11,8,3,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ismael Diaz,Panama,PAN,18,84,9,2,�48.5K,13,13,15,15,12,14,13,11,12,10,7,14,8,13,13,13,11,13,12,13,14,6,12,13,12,8,10,11,4,5,6,12,11,11,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Alex Rodriguez,Panama,PAN,0,106,6,0,�27K,7,2,10,15,13,9,15,7,8,9,10,2,1,3,6,14,13,8,15,13,1,7,3,2,2,9,1,2,1,2,3,9,4,10,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Jose Luis Rodriguez,Panama,PAN,0,64,3,0,�90K,10,8,15,10,8,6,12,8,10,10,5,8,7,14,12,12,11,10,11,10,13,10,12,16,13,7,7,7,8,5,5,9,7,10,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Paolo Guerrero,Peru,PER,133,344,91,35,�3.5M,14,12,13,8,13,15,12,12,13,12,5,15,14,13,12,12,11,12,13,12,15,6,12,14,16,15,15,12,5,6,6,13,13,14,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Jefferson Farfan,Peru,PER,135,392,86,25,�4M,13,13,15,15,10,15,14,10,10,13,7,13,6,14,11,12,12,14,10,11,14,14,12,15,14,15,10,10,7,5,8,13,17,9,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Alberto Rodriguez,Peru,PER,17,328,75,0,�130K,14,14,13,8,13,14,11,13,7,12,15,10,14,6,13,14,12,10,14,15,11,7,8,7,11,7,14,10,10,14,13,10,10,16,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Yoshimar Yotun,Peru,PER,17,274,75,2,�1.8M,7,13,14,12,8,8,13,11,13,11,7,14,10,13,11,10,11,12,10,12,14,14,14,7,14,13,7,13,13,9,11,13,12,13,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Christian Ramos,Peru,PER,16,331,72,3,�675K,14,14,14,13,14,13,13,14,8,14,14,12,11,8,12,12,12,12,12,13,11,6,7,6,10,7,14,7,12,15,15,12,13,13,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Luis Advincula,Peru,PER,13,234,67,0,�1.9M,13,14,18,14,11,15,12,15,8,12,10,13,11,8,15,9,12,11,14,9,12,8,11,5,10,7,8,10,14,11,13,10,8,15,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Andre Carrillo,Peru,PER,17,151,48,5,�1.9M,12,12,15,12,8,13,14,9,12,8,8,13,6,16,11,12,11,14,10,11,15,11,15,12,14,10,8,14,10,6,7,14,13,8,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Christian Cueva,Peru,PER,43,258,47,8,�2.4M,9,13,14,13,4,11,14,13,13,12,11,14,7,16,9,11,11,11,11,12,12,13,13,13,12,12,6,7,11,8,6,11,14,8,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Pedro Gallese,Peru,PER,2,153,41,0,�1.6M,10,7,14,11,13,12,18,11,11,12,11,6,7,2,13,13,12,11,12,12,12,6,7,5,12,9,11,12,2,9,12,12,4,12,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Paolo Hurtado,Peru,PER,35,221,33,3,�1.9M,10,12,14,12,7,12,13,10,14,13,7,14,7,13,9,12,10,13,10,12,15,15,14,12,14,13,11,13,6,6,7,14,13,9,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Renato Tapia,Peru,PER,8,64,32,3,�3.4M,11,15,12,13,14,13,15,14,12,14,11,13,11,13,14,12,10,11,11,11,15,9,11,8,12,8,13,11,11,13,13,12,13,12,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Raul Ruidiaz,Peru,PER,110,261,32,4,�5.75M,9,15,16,11,7,9,15,15,12,14,7,15,8,16,14,15,14,11,8,15,14,12,15,16,15,7,6,13,11,7,7,13,15,8,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Edison Flores,Peru,PER,27,175,31,9,�425K,8,11,13,10,7,8,13,11,15,13,9,11,5,14,12,9,10,10,6,10,15,14,14,11,14,11,9,13,13,6,9,14,13,6,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Miguel Trauco,Peru,PER,6,245,28,0,�2.9M,9,13,15,14,9,9,13,13,16,13,11,14,6,15,12,14,13,13,10,12,15,15,13,5,14,15,9,14,14,11,12,13,14,11,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Aldo Corzo,Peru,PER,16,284,24,0,�300K,15,15,13,14,13,14,15,15,8,15,12,9,7,6,9,9,12,12,16,15,11,8,6,6,11,7,16,8,12,16,16,12,13,15,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Andy Polo,Peru,PER,22,176,17,1,�525K,9,10,16,9,7,8,11,13,7,12,9,10,5,12,11,11,10,9,8,9,12,7,15,10,11,7,7,9,8,11,10,11,8,6,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Pedro Aquino,Peru,PER,2,86,15,0,�950K,11,13,12,12,9,11,13,13,12,14,12,12,15,12,8,12,13,11,10,13,12,10,12,8,12,9,8,10,13,15,14,15,15,12,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Miguel Araujo,Peru,PER,4,166,8,0,�275K,13,13,13,10,14,11,12,14,9,14,13,10,9,8,9,12,12,9,12,11,12,9,9,7,8,7,13,9,12,16,16,9,11,12,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Anderson Santamaria,Peru,PER,23,214,7,0,�1M,12,13,14,12,13,12,13,15,12,14,12,9,11,10,12,12,12,12,12,12,13,12,11,8,12,9,13,10,13,14,14,13,12,13,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Jose Carvallo,Peru,PER,0,362,6,0,�89K,13,8,12,13,15,13,15,13,4,12,13,4,11,11,11,13,13,8,13,8,5,4,4,4,5,9,4,4,5,4,4,4,8,10,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Carlos Caceda,Peru,PER,0,101,6,0,�850K,11,7,12,11,13,9,14,9,9,10,14,1,2,3,12,13,13,10,11,13,5,6,2,3,4,11,1,3,1,1,2,14,4,7,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Nilson Loyola,Peru,PER,8,83,3,0,�225K,12,12,16,12,13,11,12,12,12,13,12,12,9,13,19,9,12,8,10,12,14,11,14,7,9,12,12,9,15,12,12,14,9,9,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Wilder Cartagena,Peru,PER,4,133,3,0,�425K,12,15,13,11,9,11,11,15,15,16,13,11,15,9,11,8,12,8,13,12,13,7,8,7,12,8,12,14,13,16,15,15,14,15,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Jakub Blaszczykowski,Poland,POL,43,315,100,20,�3M,8,12,14,12,7,13,14,16,12,14,10,11,13,15,15,12,14,13,14,11,13,11,14,12,14,10,6,10,9,9,11,12,13,16,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Robert Lewandowski,Poland,POL,219,344,96,55,�78M,15,19,13,19,13,20,14,18,13,16,10,17,12,13,14,18,15,14,18,15,16,7,13,17,18,14,14,12,5,6,7,13,17,18,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Lukasz Piszczek,Poland,POL,36,320,64,3,�10.75M,13,16,15,18,11,14,11,14,11,17,11,14,10,10,14,13,15,12,14,12,12,9,11,10,12,8,10,12,17,11,13,13,9,16,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Kamil Glik,Poland,POL,20,278,58,4,�26.5M,18,15,13,17,16,17,10,14,11,15,15,6,16,7,18,14,14,13,18,15,9,3,7,10,10,6,18,11,10,15,17,11,12,17,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Kamil Grosicki,Poland,POL,47,292,58,12,�14.5M,12,11,17,12,9,14,14,13,10,9,10,14,8,15,14,12,11,12,11,12,13,10,16,11,14,10,7,12,5,7,7,13,12,8,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Grzegorz Krychowiak,Poland,POL,14,214,52,3,�9.5M,14,17,12,16,13,16,11,15,12,16,14,10,16,7,15,12,15,13,17,15,12,4,8,8,12,8,14,12,6,15,15,13,13,17,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Maciej Rybus,Poland,POL,32,221,52,2,�3M,9,13,14,13,7,12,14,10,10,12,8,10,10,13,10,11,11,11,11,12,13,13,10,8,12,12,10,13,8,9,13,14,13,10,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Lukasz Fabianski,Poland,POL,0,214,45,0,�16M,13,12,9,13,15,12,16,13,10,14,15,4,10,5,15,11,14,16,12,15,7,6,2,2,8,8,11,3,1,7,13,8,3,10,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Slawomir Peszko,Poland,POL,42,334,43,2,�350K,10,13,14,12,5,10,14,12,12,10,7,15,13,14,8,8,9,7,12,10,13,12,13,10,12,12,9,10,8,7,9,12,6,13,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Arkadiusz Milik,Poland,POL,55,144,41,12,�21M,14,13,14,12,14,17,13,16,11,15,6,15,9,14,10,14,14,12,14,15,14,10,12,17,15,13,15,14,5,5,6,12,14,10,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Wojciech Szczesny,Poland,POL,0,232,36,0,�29M,15,10,12,12,18,12,15,12,8,12,14,4,8,7,15,13,12,18,16,14,7,10,3,2,8,12,5,1,1,1,2,10,5,15,8
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Artur Jedrzejczyk,Poland,POL,11,225,36,3,�700K,13,15,12,13,13,14,10,16,5,14,13,11,13,5,11,12,16,12,14,15,8,5,5,6,8,5,14,6,14,14,12,10,7,18,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Michal Pazdan,Poland,POL,6,264,34,0,�750K,12,16,12,12,11,12,12,12,10,15,13,6,10,9,13,13,13,10,16,15,9,2,4,4,11,3,11,7,2,14,15,14,6,16,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Piotr Zielinski,Poland,POL,10,116,34,5,�29M,10,13,14,14,10,12,15,13,16,14,9,16,9,15,14,14,12,13,12,14,16,14,15,13,16,12,7,13,5,9,12,17,10,11,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Thiago Cionek,Poland,POL,6,238,20,0,�2M,13,14,12,14,12,13,11,14,6,11,14,4,12,5,15,13,14,13,13,13,11,4,9,9,10,6,13,4,9,14,14,11,9,14,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Karol Linetty,Poland,POL,7,128,20,1,�9M,14,19,13,16,9,15,13,17,12,17,15,13,12,11,16,13,13,11,13,11,13,10,12,8,12,10,10,10,7,13,14,14,9,10,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Lukasz Teodorczyk,Poland,POL,64,141,17,4,�6.25M,16,13,12,15,15,16,10,15,12,12,7,14,10,7,11,14,12,13,13,14,10,7,11,14,11,7,15,13,7,9,7,13,14,15,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Bartosz Bereszynski,Poland,POL,3,130,9,0,�3.1M,11,15,15,10,10,11,12,14,10,13,12,14,5,11,13,10,12,11,14,10,12,8,13,8,12,8,12,7,12,12,13,13,12,12,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Jacek Goralski,Poland,POL,8,177,5,0,�800K,12,14,12,14,9,12,13,16,12,16,15,11,14,10,18,11,13,12,18,15,9,6,8,7,10,7,7,7,10,14,15,11,7,16,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Jan Bednarek,Poland,POL,1,54,4,0,�2.5M,14,12,13,12,14,11,12,13,9,13,13,5,12,8,13,12,11,12,11,12,10,2,8,7,9,3,14,5,5,13,14,12,5,10,13
